gene_id	transcript_id	L01_fpkm	L02_fpkm	L03_fpkm	L04_fpkm	L05_fpkm	L06_fpkm	L07_fpkm	L08_fpkm	L09_fpkm
XLOC_000001	TCONS_00000001	187.808548	168.27478	173.401062	145.332657	148.215424	157.128006	165.732529	175.835617	182.398483
XLOC_000001	TCONS_00000002	0.11201	120.250427	1281.210327	1277.404175	174.709091	218.38945	2e-06	0.000306	132.588501
XLOC_000002	TCONS_00000003	22.423635	58.283928	23.340288	19.295902	34.080513	19.976114	19.721592	20.397238	68.240738
XLOC_000001	TCONS_00000005	284.739136	242.958481	280.596375	263.35907	4.62734	269.693695	245.529694	253.990936	262.977783
XLOC_000003	TCONS_00000008	374.849976	0	1.62693	0	0	0	0	1.385632	0
XLOC_000003	TCONS_00000009	28.700859	23.323847	36.134262	154.724792	0	0	0	0	0
XLOC_000003	TCONS_00000011	285.859467	250.138168	214.105331	431.208954	14.223964	4211.006836	4384.220703	0.003174	15.039645
XLOC_000003	TCONS_00000012	0.00195	352.685944	38.697605	0.001696	20.207121	18.389334	0.03262	0.00393	14.910151
XLOC_000003	TCONS_00000013	1.143668	0.855556	0.768865	0.130425	6.405203	41.534763	0.7895	0.173057	3.419406
XLOC_000003	TCONS_00000015	6.744606	5.846859	6.797723	10.397993	10.869544	7.617326	6.945738	5.393206	6.324819
XLOC_000003	TCONS_00000016	59.119896	4.215891	33.682991	19.847069	28.120056	33.2714	32.206142	27.246971	51.721733
XLOC_000003	TCONS_00000017	33.882278	31.568026	55.684433	29.476135	40.051224	34.337597	12.176234	25.130503	0.232139
XLOC_000001	TCONS_00000019	2006.245728	1999.772705	2080.401123	2381.553955	2106.942871	2025.296997	1681.8302	1712.696045	1829.230957
XLOC_000001	TCONS_00000020	8.674479	19.805006	6.484986	22.27009	18.763357	10.927785	25.275883	25.058208	6.275307
XLOC_000001	TCONS_00000021	157.922821	85.277313	123.874397	96.634895	88.967628	93.402107	101.048256	120.366417	115.839622
XLOC_000001	TCONS_00000024	0	89.130478	0.08992	0	0	0	0	0	0.029201
XLOC_000001	TCONS_00000025	4.022813	107.252106	0.547277	65.647285	5.885104	0	98.16008	13.113532	88.278938
XLOC_000003	TCONS_00000028	360.875336	206.814377	192.784637	99.527931	59.404842	46.623363	99.293404	46.09322	23.649302
XLOC_000003	TCONS_00000033	3.665135	12.530841	1.367757	0.190288	0.27317	4.206776	2.461	4.828553	5.598687
XLOC_000003	TCONS_00000034	898.247681	978.060242	716.048523	7.36621	0	760.940552	0	987.143311	0
XLOC_000002	TCONS_00000036	91.081154	24.787258	103.361115	71.152039	33.278831	78.971153	61.548737	71.603004	90.186966
XLOC_000001	TCONS_00000037	0	0	26.796225	0.01639	0.025324	0.00014	0.004806	0.001107	0.004502
XLOC_000001	TCONS_00000040	0	9.36402	23.572386	19.728106	0	0	0	0	9.9876
XLOC_000001	TCONS_00000044	35.710255	40.434513	0.004465	0.691252	88.264473	77.621895	24.760452	65.549911	53.364586
XLOC_000003	TCONS_00000046	20.777451	30.076292	21.828888	45.623783	0.269611	784.016541	2.167012	0.338082	0.011158
XLOC_000003	TCONS_00000047	0.165881	0.35486	7.362174	0.691872	0.095876	0.670477	1.294418	0.099717	0.115258
XLOC_000003	TCONS_00000049	16.669476	15.060739	13.893781	16.022213	13.163949	12.725256	13.526154	12.84209	11.579054
XLOC_000003	TCONS_00000050	108.115105	81.529236	107.461067	108.580521	105.664406	102.666939	82.851982	86.459274	87.544685
XLOC_000003	TCONS_00000052	0.526999	6.26221	274.592438	5.073094	107.233696	2.845137	235.93187	245.43219	13.901567
XLOC_000003	TCONS_00000054	0.00012	0.741388	6.262752	2.485721	0	5.876965	4.732244	6.703788	0
XLOC_000003	TCONS_00000055	39.699524	40.764416	44.702114	37.312599	31.601282	31.007927	32.439602	41.107899	35.706638
XLOC_000003	TCONS_00000056	76.458328	0.195524	60.641174	0	71.665253	43.257828	14.336601	0.000263	0.000336
XLOC_000001	TCONS_00000058	17.969856	1.590948	0.78882	0.376827	1.442417	4.497801	0.555994	35.223293	0.076019
XLOC_000001	TCONS_00000059	2.690645	8.220834	32.700516	5.146837	1.377389	4.662821	6.434082	24.443401	7.119506
XLOC_000001	TCONS_00000060	133.673691	106.83532	125.652122	136.543091	3.07888	133.152054	108.817856	112.903183	116.918839
XLOC_000001	TCONS_00000061	231.37587	216.92569	221.910416	225.18251	224.268051	211.940948	222.310379	232.862045	231.99234
XLOC_000001	TCONS_00000064	2316.514648	2288.187744	2398.614258	2226.324219	2087.684326	2041.404053	2133.114258	2240.649414	2164.912354
XLOC_000001	TCONS_00000067	211.984299	201.862137	206.438858	216.844574	227.182373	200.068008	209.588623	215.518845	209.994949
XLOC_000003	TCONS_00000071	676.404846	654.053528	680.963684	673.556213	695.17334	650.559509	568.479126	597.329651	606.748352
XLOC_000003	TCONS_00000072	0	122.345596	0.04992	0	41.389114	0	0	0	0.14356
XLOC_000003	TCONS_00000073	27.130293	61.866974	25.272638	37.577137	58.499401	21.676174	38.810478	33.129349	54.834263
XLOC_000003	TCONS_00000074	426.954132	368.752716	408.760193	432.513153	394.878815	395.220184	394.953857	400.130493	386.866302
XLOC_000001	TCONS_00000076	5.97938	10.082738	4.776617	6.015805	0	13637.767578	11732.480469	12472.119141	5.011676
XLOC_000001	TCONS_00000077	24.49366	0	0	0	19.930283	23.940073	0	0.004403	0
XLOC_000001	TCONS_00000078	15.031665	0	0	0	14.673996	22.467796	0	0	0
XLOC_000001	TCONS_00000079	5.107006	19.872475	52.737476	12.457436	2.451009	7.150399	10.069864	63.379387	9.702028
XLOC_000001	TCONS_00000080	131.777435	129.855942	0	135.488892	137.000778	129.143311	141.866241	138.463028	142.211746
XLOC_000001	TCONS_00000081	0.984014	0.197493	0.498455	5.428057	0.099581	1.715153	2.003485	1.043241	1e-06
XLOC_000001	TCONS_00000082	0	0.64541	0	0	0.81818	7.574139	10.767757	0	0
XLOC_000001	TCONS_00000084	7.282329	6.540389	3.994425	6.659444	4.970851	6.579222	6.086857	7.462232	6.19444
XLOC_000003	TCONS_00000088	29.753429	9.219049	12.756464	121.473907	3.896569	105.803528	144.513092	14.840642	17.135195
XLOC_000003	TCONS_00000089	58.917984	52.118046	49.937366	90.682922	54.595428	73.171974	67.205223	68.448822	13.847837
XLOC_000001	TCONS_00000093	0	0	0	18.309902	0	0	136.420868	0	4.073383
XLOC_000001	TCONS_00000095	7.79119	7.275484	0	11.092978	14.034001	7.544647	0.106715	6.027688	2.610548
XLOC_000001	TCONS_00000097	179.815201	5.123704	3.943155	527.110657	518.561157	483.986237	442.720551	449.473236	469.699463
XLOC_000001	TCONS_00000103	6.019534	6.019224	0	5.888371	6.663912	0	5.989738	7.237128	6.339801
XLOC_000001	TCONS_00000104	184.01561	0.271903	0.553302	0.41846	0.275345	202.61409	68.273293	184.133408	0.781016
XLOC_000003	TCONS_00000105	0.857323	1.166988	1.370995	4.428178	0.686596	0.605806	7.867246	1.718453	0.755267
XLOC_000003	TCONS_00000107	3e-06	0.001139	0	0.000224	0	0	0	2400.124512	0
XLOC_000003	TCONS_00000109	0.568214	3.712738	1.96085	0.841158	1.679158	4.224504	0.957676	18.911249	1.73969
XLOC_000003	TCONS_00000110	4.034535	0.459499	0.473958	0.37051	0.359443	0.512242	0.386796	37.592812	31.587515
XLOC_000003	TCONS_00000111	17.278509	19.087749	16.340954	13.109681	15.045666	17.987894	11.598525	14.772189	18.240974
XLOC_000003	TCONS_00000112	143.844315	0	0	233.691223	0	0	0	309.256927	0
XLOC_000003	TCONS_00000113	525.842468	481.828644	435.988037	465.155182	1012.682251	806.050903	796.717407	458.677521	917.595825
XLOC_000001	TCONS_00000114	20.145906	20.086172	0.376961	19.442722	3.518316	0.364138	0.611206	0.878784	0.697303
XLOC_000001	TCONS_00000118	1.693074	2.026247	0.079055	2.048074	0.762476	3.156351	7.5e-05	3.382318	1.747393
XLOC_000003	TCONS_00000119	0.145032	0.494686	0.422362	1.602639	2529.386719	0.012193	3.245732	0	4152.822754
XLOC_000003	TCONS_00000122	68.93367	100.739082	118.507507	81.54071	97.318115	64.626228	66.472885	68.161385	109.933372
XLOC_000003	TCONS_00000123	22.13665	0	22.827307	7.174075	19.625006	20.307291	0	1.626066	183.374557
XLOC_000003	TCONS_00000124	0	16.331102	0	7.299933	0.020184	0	34.849052	20.238298	35.809952
XLOC_000007	TCONS_00000129	5.281289	5.317526	4.906183	6.866182	5.645756	3.294016	5.05692	5.074763	4.730624
XLOC_000007	TCONS_00000130	1.672167	2.002248	1.929204	1.393867	1.680798	2.259022	2.50646	1.371945	2.023235
XLOC_000012	TCONS_00000131	4.115659	3.545095	3.626383	3.408489	3.288808	3.482815	3.356483	2.600458	3.321017
XLOC_000013	TCONS_00000132	2.855411	3.027201	3.429992	2.76986	2.851108	3.029187	1.556882	1.771242	1.591906
XLOC_000017	TCONS_00000134	12.597048	15.416736	14.669651	13.784163	13.399933	12.278116	14.543907	14.159843	14.814421
XLOC_000019	TCONS_00000135	2.93671	2.047899	1.294902	0.538458	3.130714	2.774858	0.971091	3.192424	1.857609
XLOC_000032	TCONS_00000143	3.335207	1.356838	2.344736	1.86562	1.600539	1.796259	5.502484	4.135685	3.500993
XLOC_000034	TCONS_00000146	4.655458	3.575553	4.500657	4.945486	4.793575	4.803321	4.739062	4.488143	4.655564
XLOC_000034	TCONS_00000147	1.047792	1.266516	0.867995	1.907382	1.322796	0.749433	0.713959	1.39879	0.940944
XLOC_000039	TCONS_00000153	0.27001	0.912771	0.040713	1.49011	4.267331	0.692697	1.285308	0.069375	0.239456
XLOC_000046	TCONS_00000156	4.745538	5.062185	4.989957	2.611487	4.439948	4.574786	5.61968	5.58154	4.866406
XLOC_000048	TCONS_00000157	36.259037	39.062122	37.913277	46.646114	48.160858	48.453575	48.841015	45.640209	52.953663
XLOC_000054	TCONS_00000160	10.302153	9.737835	7.971462	9.805564	10.451679	10.35675	9.98767	10.09958	9.730577
XLOC_000055	TCONS_00000162	0.493075	0.590106	0.6873	1.963504	1.782084	2.013781	0.677194	0.630104	0.900013
XLOC_000055	TCONS_00000163	0.65975	0.688087	0.722918	1.784044	2.047971	1.718308	0.847952	0.501259	0.721716
XLOC_000058	TCONS_00000164	86.551483	83.417191	99.614891	94.744202	91.456589	93.332848	94.384048	96.373444	96.900536
XLOC_000059	TCONS_00000165	89.722992	90.120178	85.169464	59.690029	59.093197	58.345314	80.069633	77.696838	77.906815
XLOC_000062	TCONS_00000170	3.027358	0	1.982016	1.858122	2.152326	0	0.208015	0	0.773792
XLOC_000068	TCONS_00000173	1.297712	1.20994	1.403064	1.105436	7.422527	1.47624	1.571319	1.553158	2.489531
XLOC_000069	TCONS_00000174	3.133794	2.002838	0.921667	3.054642	1.119712	2.548519	0.691609	1.472369	1.500697
XLOC_000069	TCONS_00000175	12.616714	13.668106	13.194599	16.274776	8.482305	14.49143	12.279102	11.962232	11.616037
XLOC_000072	TCONS_00000179	0.418737	0.313202	0.96183	2.54973	1.945088	1.112825	1.747293	1.18303	3.107724
XLOC_000072	TCONS_00000180	2.955106	5.407136	5.607801	0.719925	0.467071	2.09234	0.582108	0.68123	0.357959
XLOC_000072	TCONS_00000182	2.616634	1.110535	0.811298	0.591792	0.60355	3.011349	0.563747	0.979794	0.604984
XLOC_000073	TCONS_00000183	6.362103	5.219574	5.900446	6.831918	8.314955	9.519286	8.902854	10.144714	9.700534
XLOC_000074	TCONS_00000184	17.711288	18.043205	18.571892	19.415522	19.714127	19.248568	19.148167	19.227175	18.372612
XLOC_000075	TCONS_00000185	6.794007	6.881793	7.539541	7.992655	7.207774	7.886007	7.198358	7.435693	7.864939
XLOC_000075	TCONS_00000186	1.840301	1.236688	2.17069	2.521377	2.487808	1.538206	1.84708	2.553072	1.523624
XLOC_000078	TCONS_00000190	5.859301	0.908976	0.352595	1.711659	6.693339	0.120425	0.017922	0.027057	4.709728
XLOC_000079	TCONS_00000191	11.404728	10.820435	13.480111	12.437165	12.167234	11.874607	15.200823	12.712749	12.510901
XLOC_000080	TCONS_00000196	1.12841	1.248712	0.795403	0.737152	0.707703	1.119564	0.992355	1.280325	1.179188
XLOC_000080	TCONS_00000207	1.40139	1.43222	1.657425	1.511518	1.348405	1.272039	1.419101	1.745672	1.908689
XLOC_000081	TCONS_00000208	7.7239	6.108206	7.139457	8.794271	9.734465	9.45964	9.581276	9.306426	9.055041
XLOC_000082	TCONS_00000209	1.0249	1.000515	1.095603	1.605211	1.375004	1.34678	1.397404	1.419551	1.313334
XLOC_000083	TCONS_00000211	2.544692	3.712788	1.732966	1.039938	4.251905	0.672247	4.13553	4.056427	1.769297
XLOC_000083	TCONS_00000212	3.803959	3.205177	1.90508	1.220873	3.995353	0.829467	3.648084	3.437354	1.870608
XLOC_000084	TCONS_00000213	7.224542	7.262837	7.648496	7.239603	7.366528	7.555079	7.554917	8.366476	8.941312
XLOC_000085	TCONS_00000215	24.112923	0	0	0.007867	0	0	0.211793	0	0
XLOC_000088	TCONS_00000217	1.119903	1.232857	0.829078	1.432557	1.049257	0.72583	1.371107	0.69474	1.02918
XLOC_000091	TCONS_00000220	0.902421	1.252652	0.883613	1.351715	0	1.876915	0.668818	1.625178	1.454455
XLOC_000091	TCONS_00000221	1.587699	1.791707	1.49688	2.34626	2.287184	0.0754	0.565887	1.003164	0.411704
XLOC_000092	TCONS_00000222	1.327141	1.400158	1.507561	0.656219	1.17069	1.56955	1.437145	2.116278	1.768032
XLOC_000094	TCONS_00000223	1.849254	1.638867	2.520193	3.564875	4.206665	2.417672	1.792163	1.76849	2.595183
XLOC_000094	TCONS_00000224	2.703049	2.007757	2.512828	3.986973	3.829822	2.309702	2.672577	2.374935	3.028016
XLOC_000099	TCONS_00000231	12.08042	4.847071	12.395064	4.063663	5.076035	7.312204	16.834267	17.677517	4.551486
XLOC_000101	TCONS_00000233	0.787525	4.443729	4.636226	5.050394	4.719494	4.078812	0.206941	1.181636	4.064086
XLOC_000103	TCONS_00000234	71.522583	68.246353	68.12149	71.154091	67.745148	75.198936	76.428467	73.703804	71.948181
XLOC_000103	TCONS_00000235	33.31805	36.949291	30.935402	36.31115	38.558487	33.511044	31.252596	30.547682	32.960518
XLOC_000105	TCONS_00000237	12.869972	12.353385	12.299241	13.471617	14.91723	13.495622	14.491403	14.412507	12.374445
XLOC_000108	TCONS_00000239	16.45627	58.475445	15.054882	11.425434	59.236546	13.009101	19.256269	62.677299	15.186948
XLOC_000111	TCONS_00000241	2.205606	2.20986	1.788838	3.284914	2.793902	2.181586	3.111611	2.911361	1.76289
XLOC_000112	TCONS_00000244	10.591669	3.719773	9.587399	3.555352	11.442657	3.874193	10.775239	4.167078	10.175507
XLOC_000114	TCONS_00000245	11.732574	12.983342	12.877284	12.931191	13.543343	15.267301	16.334372	16.0312	15.148125
XLOC_000117	TCONS_00000247	5.438478	5.002914	6.62755	9.452331	7.329101	4.903154	8.814068	4.92219	5.37445
XLOC_000118	TCONS_00000250	1.828958	1.573513	1.350908	1.686003	0.970214	1.862349	1.29197	1.179339	1.426086
XLOC_000119	TCONS_00000251	42.595306	39.442413	42.364262	42.439697	44.412857	41.580196	42.341396	41.17625	40.32938
XLOC_000120	TCONS_00000252	1.637987	1.382774	1.651459	1.523185	1.623087	1.59226	1.084648	1.46351	1.268785
XLOC_000121	TCONS_00000253	3.309471	2.986126	3.856288	3.588886	4.191841	3.222802	4.404305	3.901035	4.239265
XLOC_000122	TCONS_00000254	7.429524	1.857714	7.604007	7.473629	6.443784	7.289406	8.068868	8.757603	3.451095
XLOC_000122	TCONS_00000255	1.78728	1.159594	1.662078	1.902107	2.704687	2.326862	2.020527	1.518354	1.208496
XLOC_000123	TCONS_00000256	11.107731	8.794884	5.104624	2.980329	9.892747	1.797572	0.027557	0.009478	12.83615
XLOC_000124	TCONS_00000257	1.702786	2.185983	1.513058	1.696169	1.935703	1.729779	2.759604	2.137889	2.174209
XLOC_000124	TCONS_00000259	5.390522	5.346155	6.213309	1.841972	6.502799	4.220472	4.442263	4.90316	5.734527
XLOC_000124	TCONS_00000260	1.346863	1.142437	1.040321	0.56028	8.143027	0.283456	1.823148	1.838441	1.394619
XLOC_000124	TCONS_00000261	3.313703	1.195734	1.526434	3.284364	5.320091	1.294148	3.119929	2.443608	2.406301
XLOC_000129	TCONS_00000265	3.989864	2.674373	3.586766	3.874987	4.004284	3.739985	2.876949	1.934553	2.21221
XLOC_000132	TCONS_00000268	1.709622	2.161239	2.096176	0.681553	1.096117	0.968987	0.38228	0.762416	0.605329
XLOC_000135	TCONS_00000272	34.38306	36.43541	35.85981	44.416878	43.562447	42.205616	46.094917	41.063679	43.360905
XLOC_000136	TCONS_00000273	2.573272	2.177597	2.831625	3.359871	3.716356	2.926764	4.536442	4.176291	4.090179
XLOC_000139	TCONS_00000274	79.561523	76.14666	81.84481	70.201881	70.940102	72.927612	90.048836	92.006683	91.724724
XLOC_000141	TCONS_00000276	41.188141	44.826847	46.790661	39.034214	34.10511	36.775566	51.170959	48.673477	54.94426
XLOC_000143	TCONS_00000282	5.04047	2.566884	6.665061	3.602883	3.630924	3.501896	3.794558	4.069327	5.94625
XLOC_000143	TCONS_00000283	3.120617	2.988753	8.434549	2.539267	1.867543	1.46363	4.984808	7.864225	1.429752
XLOC_000143	TCONS_00000284	2.087151	1.289205	1.512597	1.645172	1.710072	1.676185	2.001518	0.582964	1.597094
XLOC_000143	TCONS_00000285	1.974122	3.47961	2.348674	4.193766	4.920063	7.245674	3.871318	4.406545	3.751591
XLOC_000143	TCONS_00000286	0.285811	1.334029	0.543838	1.846878	1.605684	2.265395	2.390784	1.436704	0.70355
XLOC_000143	TCONS_00000287	1.997749	1.455267	0.118832	1.764514	1.36395	0.706031	0.081928	0.138317	1.451777
XLOC_000143	TCONS_00000288	2.264635	1.640774	0.080693	1.666333	1.33179	1.059974	0.196344	0.224792	1.585488
XLOC_000146	TCONS_00000291	1.365407	1.468976	1.316099	0.909905	1.36307	0.96192	2.298032	2.807587	1.97627
XLOC_000147	TCONS_00000292	5.93508	4.661062	6.533294	5.705878	5.669414	4.731078	6.45189	6.207894	6.993219
XLOC_000148	TCONS_00000293	131.787292	137.040894	138.316086	123.297752	124.0625	124.082535	134.091431	142.301773	145.308273
XLOC_000150	TCONS_00000294	3.69441	2.605987	3.16401	4.34728	2.582764	3.670048	3.535054	3.41885	4.231058
XLOC_000150	TCONS_00000295	3.614305	5.200995	4.307925	2.67247	3.138282	3.118809	5.851334	5.356491	3.598247
XLOC_000152	TCONS_00000303	10.379786	10.858948	11.242874	12.126778	11.381927	12.472611	10.086328	11.027014	10.12509
XLOC_000157	TCONS_00000306	95.543526	97.955917	104.422752	88.622955	92.813744	95.82843	119.245872	111.459557	114.59391
XLOC_000159	TCONS_00000309	1.415053	1.51615	1.570903	1.34769	1.779871	1.73664	1.835673	1.74385	1.587909
XLOC_000161	TCONS_00000310	2.848664	2.638417	3.444702	2.87178	2.387414	2.318437	2.338785	2.358861	2.424084
XLOC_000165	TCONS_00000316	4.755625	4.007308	4.130234	3.808055	3.399528	3.394701	3.490241	3.257318	3.386653
XLOC_000167	TCONS_00000317	31.296278	30.067783	29.187683	33.416508	31.171745	28.12631	37.460236	35.981327	38.043121
XLOC_000169	TCONS_00000318	9.46213	10.231467	9.749733	10.569633	11.195741	10.633083	9.314841	7.733131	7.366243
XLOC_000171	TCONS_00000319	9.233676	3.837645	3.281184	2.391807	6.980287	3.736913	4.944397	3.59004	3.96264
XLOC_000179	TCONS_00000325	4.390529	4.630285	3.342913	1.482474	3.153389	3.183896	3.733575	4.208675	4.029631
XLOC_000180	TCONS_00000326	2.196657	1.25514	1.883396	1.030362	1.459955	1.404451	0.711474	2.260578	1.307994
XLOC_000180	TCONS_00000329	0.450025	1.425572	0.986913	0.494858	0.075494	1.041746	2.310651	1.101205	1.775616
XLOC_000181	TCONS_00000331	0	1.04971	0	3.488468	3.049304	4.007654	0	4.414634	6.174016
XLOC_000182	TCONS_00000332	1.594766	0.86195	1.793197	0.133152	0.904221	1.268553	1.018165	0.847277	0.666904
XLOC_000183	TCONS_00000333	2.453292	2.610914	2.199425	0.976926	0.864321	1.089017	1.023816	1.180481	0.715107
XLOC_000185	TCONS_00000337	11.605177	10.787678	0.350868	4.201688	3.622124	3.427671	6.622389	5.994845	6.195451
XLOC_000190	TCONS_00000341	4.694666	4.977892	4.64518	4.543585	3.982284	4.880466	5.362045	4.636966	4.151332
XLOC_000192	TCONS_00000344	1.71113	1.796699	1.454664	1.254916	1.399001	1.402031	2.135434	2.581419	2.542339
XLOC_000195	TCONS_00000346	1.455489	3.077749	1.63307	1.667669	2.436134	0.04338	1.540217	0.634849	1.330808
XLOC_000195	TCONS_00000347	7.029196	5.627177	6.666304	8.095331	6.932532	2.258604	7.501029	8.985285	7.916012
XLOC_000196	TCONS_00000349	13.371416	16.073221	16.161942	14.708926	14.013979	14.212424	12.236382	15.084507	12.899199
XLOC_000197	TCONS_00000351	1.317108	1.745041	3.328513	1.609165	1.157151	3.763521	1.459472	1.75293	4.379276
XLOC_000198	TCONS_00000355	3.150833	2.373042	2.608877	3.147483	3.501888	3.166767	1.942297	1.113248	2.582723
XLOC_000200	TCONS_00000356	6.359546	6.640222	6.57852	5.586475	4.931803	4.753074	7.473487	6.619317	6.484408
XLOC_000202	TCONS_00000359	22.236698	20.968929	23.620861	22.607376	24.798754	21.078707	24.217216	22.099888	23.117271
XLOC_000207	TCONS_00000367	4.867357	2.581994	3.174221	3.847298	5.862343	5.692451	2.289679	2.479925	3.442584
XLOC_000207	TCONS_00000368	9.331316	10.474852	10.379434	9.933238	7.435124	7.323261	10.43687	9.779692	9.510755
XLOC_000209	TCONS_00000369	10.314292	10.608715	9.283825	9.286589	8.783197	9.559109	8.053212	9.86856	7.282202
XLOC_000210	TCONS_00000370	1.866571	1.38726	1.639523	1.944703	1.637871	0.975797	1.134453	1.438316	1.366482
XLOC_000212	TCONS_00000371	8.829562	8.790277	8.944474	6.854398	7.268166	6.81501	6.899872	7.107984	6.956759
XLOC_000214	TCONS_00000373	10.007017	10.929877	10.982865	10.722303	11.111533	11.172779	10.03555	10.375481	10.598236
XLOC_000215	TCONS_00000374	17.098797	16.208658	17.471592	21.136856	22.838778	23.807095	12.375791	12.736133	11.461209
XLOC_000216	TCONS_00000375	24.753433	24.820971	23.175978	24.036362	23.75769	23.978579	25.656618	25.12822	24.661509
XLOC_000217	TCONS_00000376	3.459277	3.113647	4.151471	3.215353	3.729715	3.584447	2.8443	3.656148	2.687531
XLOC_000218	TCONS_00000377	1.609629	1.121374	1.901347	0.918596	1.261735	1.458657	0.776773	0.883374	2.338231
XLOC_000218	TCONS_00000378	18.206772	17.146637	17.367348	17.651964	17.302208	18.523607	17.359535	18.607807	16.438177
XLOC_000219	TCONS_00000379	27.907112	27.965292	27.188978	16.28322	16.331133	17.574617	29.82338	29.436272	28.736582
XLOC_000223	TCONS_00000382	10.367681	10.937339	10.425049	7.363027	7.70917	8.385935	10.689081	11.302652	9.538701
XLOC_000226	TCONS_00000383	79.653671	78.860512	75.4422	48.05579	49.649261	55.157478	90.180305	86.485023	87.156731
XLOC_000227	TCONS_00000384	4.916934	4.639472	5.293079	6.561988	5.199395	8.013902	4.492788	4.585923	3.947164
XLOC_000227	TCONS_00000385	1.279867	1.625155	1.078951	1.269915	1.446059	1.272773	0.909192	1.078269	1.79874
XLOC_000227	TCONS_00000386	1.739629	1.689738	0.866272	2.152134	2.388721	1.237379	2.387337	1.885949	1.823992
XLOC_000228	TCONS_00000387	1.576176	1.35585	1.751572	0.716448	0.915942	0.671753	1.428748	1.207403	1.07114
XLOC_000230	TCONS_00000389	14.894909	12.122426	13.896237	15.329952	14.276183	13.633733	13.204099	12.490406	12.95567
XLOC_000240	TCONS_00000396	2.439214	1.885496	2.386188	1.39482	1.082513	0.817209	1.988713	2.410181	2.618108
XLOC_000243	TCONS_00000398	1.672198	1.47157	1.640432	1.465836	1.638156	1.868134	0.951185	0.770807	1.124158
XLOC_000247	TCONS_00000400	4.567752	4.776273	4.844662	5.897245	5.161002	5.321336	3.917722	5.425335	4.390913
XLOC_000247	TCONS_00000401	2.16466	2.252654	1.850877	1.911713	1.578498	1.908208	2.977431	1.66565	2.499141
XLOC_000252	TCONS_00000403	10.963709	10.680243	10.095962	8.585273	7.67022	8.030856	10.223248	9.128815	8.396643
XLOC_000255	TCONS_00000405	10.216415	9.448693	9.79226	12.243508	11.667645	10.17194	10.383703	10.323463	9.449649
XLOC_000256	TCONS_00000406	47.308102	45.175076	48.79454	44.485512	41.512875	39.198853	33.66243	33.875748	34.116985
XLOC_000258	TCONS_00000407	5.004426	4.632696	5.751811	5.563139	4.916854	4.360415	4.842757	5.216342	4.492743
XLOC_000260	TCONS_00000408	21.764143	21.614014	22.198559	20.071861	19.786362	18.768513	19.111168	17.878157	19.587626
XLOC_000261	TCONS_00000409	192.099716	202.629013	208.413208	159.332794	164.038895	158.352814	123.520157	126.880013	121.533241
XLOC_000264	TCONS_00000412	2.620084	2.62726	2.6402	2.758269	2.609913	2.844014	3.250897	3.371001	4.40529
XLOC_000267	TCONS_00000416	0.856099	0.953266	0.93694	1.626876	1.072793	1.209667	1.205854	1.880764	1.348757
XLOC_000267	TCONS_00000420	5.893431	1.942736	1.657521	3.069369	2.734391	2.407111	1.422435	2.437494	2.730681
XLOC_000267	TCONS_00000421	0.860305	2.093331	1.078347	1.771467	0.344589	1.047652	1.443407	0.679996	2.141646
XLOC_000267	TCONS_00000422	0.721323	0	1.24088	1.08399	1.967794	2.242627	1.857231	0.382174	2.435427
XLOC_000267	TCONS_00000423	1.608178	1.73583	1.928548	4.094584	1.891086	0.980992	3.134072	2.061405	2.18658
XLOC_000267	TCONS_00000425	1.211837	3.612662	2.593302	2.657964	3.18456	2.528693	1.469224	3.383909	2.273817
XLOC_000267	TCONS_00000426	0.493809	0.877261	1.598955	1.410991	2.543866	1.493003	1.476395	1.84761	0.742338
XLOC_000268	TCONS_00000427	18.06852	19.150745	19.759275	18.366446	20.62499	21.034351	17.373749	16.516945	16.677835
XLOC_000271	TCONS_00000430	1.105789	0.89367	2.261824	1.227055	2.322258	1.289417	1.690542	1.311741	1.912019
XLOC_000271	TCONS_00000431	0.650545	3.45568	1.234306	1.488661	0.155971	3.928817	1.438377	1.25303	1.531181
XLOC_000273	TCONS_00000434	0.391832	1.090423	3.650215	1.090768	0.947814	3.134351	2.47718	0.881645	3.14264
XLOC_000274	TCONS_00000435	1.314022	0.953689	1.288655	3.132837	0.43717	0.979277	1.494005	0.99665	0.617153
XLOC_000275	TCONS_00000437	45.634605	43.990185	50.347622	44.198215	47.503105	44.626602	56.223392	54.01479	56.256733
XLOC_000277	TCONS_00000438	7.510983	0.414478	8.519204	0.571562	6.513594	5.342695	0.003846	0.239547	11.689335
XLOC_000286	TCONS_00000444	0.744011	0.780199	1.302254	2.162438	1.379715	1.630856	0.964631	0.7239	1.061003
XLOC_000287	TCONS_00000445	208.860107	202.974701	207.099564	183.986481	193.812866	203.763428	257.547028	256.92627	258.276672
XLOC_000288	TCONS_00000447	1.087069	1.68879	0.689237	1.159849	1.373188	1.088637	0.386287	1.000292	0.966167
XLOC_000290	TCONS_00000451	16.696672	17.353138	18.115847	19.337381	21.459309	18.833389	17.029514	17.811924	16.537596
XLOC_000294	TCONS_00000454	105.070663	108.04985	112.556366	108.423126	106.55336	106.18129	129.872101	125.687927	127.746361
XLOC_000296	TCONS_00000456	22.533346	23.374317	20.745111	23.148092	21.072165	23.047285	23.93236	22.390631	21.313179
XLOC_000297	TCONS_00000457	5.302111	6.24381	0.284005	4.351263	4.757309	6.027794	12.648903	14.972274	13.363242
